city,region,city_type,year,month,season,avg_temperature_c,humidity_pct,population,population_density_per_km2,gdp_per_capita_usd,industrialization_level,industrial_zones_count,num_subscribers,renewable_energy_pct,grid_loss_pct,smart_meter_adoption_pct,peak_demand_hour,monthly_consumption_gwh,avg_wind_speed_kmh,monthly_rainfall_mm,electricity_price_tl_kwh,co2_emission_tons,avg_daily_sunshine_hours,infrastructure_score
Diyarbakir,Southeastern Anatolia,Large City,2020,12,Winter,5.24,58.21,1801268,407.37,8744.39,Low,4.0,659495.0,38.26,14.96,73.45,10:00,1.102,"66,4",159.1 mm,₺1.72,"171,237",  6.4  ,42%
Mersin,Mediterranean,Large City,2015,10,Autumn,20.52,52.83,1936586,651.99,13684.76,Medium,6.0,622790.0,34.98,14.6,54.11,20:00,0.9441,"55,7",171.6 mm,₺2.18,"374,982",,47%
Sakarya,Marmara,Medium City,2023,7,Summer,36.07,,1003000,346.02,11929.67,Medium,2.0,,23.38,19.9,45.55,18:00,0.7118,"33,4",132.8 mm,₺2.1,"652,072",  3.7  ,84%
Tekirdag,Marmara,Medium City,2019,10,Autumn,17.79,49.31,1085000,294.86,13145.46,Medium,2.0,350492.0,38.9,7.73,20.76,10:00,0.5282,"52,1",180.5 mm,₺1.17,"821,197",  8.2  ,83%
Afyonkarahisar,Aegean,Small City,2020,8,Summer,33.72,44.82,734000,238.28,9426.74,Low,3.0,221502.0,22.93,12.34,15.09,08:00,0.414,"9,7",220.0 mm,₺1.73,"407,371",  7.3  ,61%
Sivas,Central Anatolia,Medium City,2017,4,Spring,15.41,47.09,634149,207.83,7274.33,Low,1.0,236042.0,19.4,14.59,19.86,,0.252,"26,7",40.0 mm,₺1.95,"511,957",  8.3  ,67%
Samsun,Black Sea,Large City,2016,7,Summer,30.34,56.06,1361505,1380.4,9543.54,Low,3.0,499759.0,17.98,10.21,18.39,21:00,0.6862,"57,9",60.7 mm,,"108,533",  10.8  ,59%
Izmir,Aegean,Megacity,2015,6,Summer,35.14,71.51,4394694,1376.72,16970.48,High,11.0,1398361.0,19.34,18.45,54.81,20:00,3.2843,"32,7",289.4 mm,₺2.14,"298,070",  4.7  ,66%
Samsun,Black Sea,Large City,2022,12,Winter,0.68,54.61,1361505,2095.32,,Low,4.0,391203.0,11.72,5.14,24.52,20:00,0.7048,"43,9",,₺2.43,"627,181",  2.7  ,93%
Tekirdag,Marmara,Medium City,2017,10,Autumn,11.17,,1085000,290.03,12941.65,Medium,3.0,321272.0,27.78,5.56,26.78,09:00,0.5021,"48,2",229.6 mm,₺1.23,"472,710",  11.9  ,87%
Mersin,Mediterranean,Large City,2017,12,Winter,6.03,56.83,1936586,494.56,13473.58,Medium,6.0,597474.0,41.81,19.54,18.87,20:00,1.3219,,232.9 mm,₺0.54,"162,195",  2.6  ,96%
Bursa,Marmara,Large City,2019,4,Spring,20.46,61.39,3056120,1258.92,17947.24,High,8.0,1125806.0,29.35,18.14,17.05,18:00,1.8414,"57,7",77.7 mm,₺1.72,"725,683",  4.0  ,56%
Gaziantep,Southeastern Anatolia,Large City,2021,9,Autumn,,84.18,2101263,517.45,17431.82,High,6.0,602748.0,34.62,11.7,20.96,18:00,1.1756,"9,2",186.2 mm,₺2.25,"771,622",  3.3  ,85%
Kayseri,Central Anatolia,Large City,2021,12,Winter,0.24,70.85,1441523,516.42,12541.52,Medium,4.0,433387.0,19.9,11.27,19.72,09:00,0.9468,"47,9",261.9 mm,₺0.54,"746,453",  10.1  ,63%
Ankara,Central Anatolia,Megacity,2015,12,Winter,,76.29,5639076,3196.17,18292.71,High,17.0,2088009.0,16.67,5.73,41.4,08:00,4.4294,"72,8",162.9 mm,₺1.62,"669,856",  11.3  ,74%
Van,Eastern Anatolia,Medium City,2017,3,Spring,13.15,43.54,1126384,1994.26,9274.44,Low,4.0,396958.0,19.81,5.81,17.59,21:00,0.486,"5,0",266.3 mm,₺1.43,"705,943",  6.6  ,33%
Balıkesir,Marmara,Medium City,2022,3,Spring,18.35,44.83,1264958,421.96,9412.64,Low,3.0,379765.0,12.2,14.42,45.65,18:00,0.5158,"6,4",,₺1.34,"106,971",  11.0  ,31%
Diyarbakir,Southeastern Anatolia,Large City,2022,5,Spring,21.78,79.93,1801268,384.21,10074.84,Low,5.0,570041.0,,16.84,55.2,08:00,0.7351,"79,6",58.1 mm,₺1.04,"309,581",  3.3  ,43%
Balıkesir,Marmara,Medium City,2020,3,Spring,17.34,55.41,1264958,572.76,6645.29,Low,4.0,430998.0,38.42,19.64,19.43,18:00,0.5191,"33,6",167.5 mm,₺2.09,"785,631",  6.0  ,82%
Erzurum,Eastern Anatolia,Medium City,2016,4,Spring,8.04,66.35,762321,1109.47,9294.2,Low,1.0,262068.0,26.77,8.51,63.3,19:00,0.2597,"45,4",73.0 mm,₺0.81,"523,325",  11.6  ,33%
Izmir,Aegean,Megacity,2023,2,Winter,6.59,43.38,4394694,1419.2,19798.95,High,11.0,1343763.0,33.24,12.36,67.52,10:00,4.1186,"31,8",161.7 mm,,"396,768",  7.9  ,52%
Sivas,Central Anatolia,Medium City,2015,9,Autumn,,42.34,634149,696.51,9655.59,Low,2.0,229690.0,8.59,,22.62,08:00,0.221,"69,5",,₺2.01,"622,483",  3.1  ,57%
Izmir,Aegean,Megacity,2017,7,Summer,36.9,,4394694,1639.55,17481.44,High,13.0,1351839.0,25.44,14.11,37.79,21:00,3.7184,"39,6",200.7 mm,₺1.11,"382,888",  12.0  ,97%
Erzurum,Eastern Anatolia,Medium City,2023,12,Winter,-6.44,51.31,762321,496.36,9339.47,Low,1.0,231011.0,14.91,7.77,27.13,18:00,0.4965,"29,8",281.9 mm,₺1.64,"664,931",  4.6  ,61%
Kahramanmaras,Mediterranean,Medium City,2020,11,Autumn,23.24,69.65,1178234,335.24,9059.61,Low,3.0,411577.0,41.13,14.7,13.35,10:00,0.4929,,43.3 mm,₺0.72,"17,442",  2.1  ,50%
Canakkale,Marmara,Small City,2020,8,Summer,31.45,58.09,542000,216.18,9161.5,Low,1.0,204590.0,19.44,16.75,47.99,,0.2439,"63,3",174.6 mm,₺1.2,"794,804",  4.1  ,33%
Konya,Central Anatolia,Large City,2016,11,Autumn,10.4,60.14,2320259,3304.97,13460.54,Medium,6.0,794250.0,14.15,7.33,15.01,18:00,1.0466,"33,6",235.2 mm,₺2.25,"560,429",  2.0  ,94%
Eskisehir,Central Anatolia,Medium City,2018,8,Summer,23.82,42.09,882456,547.28,14561.43,Medium,2.0,258399.0,11.33,15.32,37.65,19:00,0.5044,"80,0",199.0 mm,₺1.59,"301,302",  3.2  ,83%
Izmir,Aegean,Megacity,2021,5,Spring,20.59,40.07,4394694,3992.2,17814.87,High,13.0,1384448.0,22.94,19.71,,09:00,2.98,"36,2",288.4 mm,₺1.82,"314,589",  3.9  ,87%
Sivas,Central Anatolia,Medium City,2016,11,Autumn,9.82,80.44,634149,534.43,8858.31,Low,1.0,188444.0,31.37,15.74,17.26,21:00,0.2325,"52,0",19.2 mm,₺1.73,"716,376",  5.6  ,70%
Eskisehir,Central Anatolia,Medium City,2016,7,Summer,27.99,45.19,882456,445.28,14796.99,Medium,4.0,332570.0,30.85,7.68,33.01,18:00,0.4951,"28,1",125.2 mm,₺0.97,"132,843",  6.0  ,54%
Denizli,Aegean,Medium City,2017,5,Spring,20.54,,1062840,254.6,10981.87,Medium,3.0,381511.0,25.65,5.16,26.87,10:00,0.4507,"40,0",61.7 mm,₺1.76,"255,406",  8.9  ,78%
Samsun,Black Sea,Large City,2021,8,Summer,30.31,52.66,1361505,1148.74,9183.63,Low,5.0,,18.09,15.53,28.7,09:00,0.8286,"42,7",246.8 mm,₺1.84,"474,333",  6.2  ,91%
Sivas,Central Anatolia,Medium City,2022,6,Summer,29.75,71.81,634149,140.4,7593.67,Low,1.0,202497.0,40.97,8.91,42.82,10:00,0.3676,"35,0",50.3 mm,₺1.43,"292,098",  7.4  ,81%
Bursa,Marmara,Large City,2018,5,Spring,24.75,73.95,3056120,1367.71,19328.46,High,8.0,867210.0,17.07,6.02,59.92,20:00,1.8601,"34,7",83.8 mm,₺1.1,"187,897",  10.0  ,41%
Eskisehir,Central Anatolia,Medium City,2016,5,Spring,12.71,,882456,192.05,13266.86,Medium,4.0,302247.0,21.76,12.95,,21:00,0.3618,"50,2",58.7 mm,₺2.17,,  3.6  ,
Trabzon,Black Sea,Medium City,2018,1,Winter,-3.39,52.82,811874,217.7,8852.49,Low,4.0,274489.0,42.18,12.98,15.83,20:00,0.4765,"73,1",56.9 mm,₺1.29,"319,561",  7.2  ,42%
Mersin,Mediterranean,Large City,2017,10,Autumn,23.37,41.37,1936586,488.42,10580.93,Medium,5.0,566850.0,37.9,10.4,43.95,,0.9588,"37,6",238.0 mm,₺2.35,"776,579",  11.9  ,64%
Sivas,Central Anatolia,Medium City,2019,11,Autumn,10.77,53.48,634149,163.86,9286.46,Low,3.0,223630.0,5.4,12.62,32.73,20:00,0.2343,"23,9",206.0 mm,₺1.51,"699,912",  10.5  ,55%
Izmir,Aegean,Megacity,2016,9,Autumn,17.64,45.16,4394694,3423.31,18329.38,High,13.0,1626079.0,25.09,5.25,63.75,08:00,2.8478,"7,4",254.5 mm,₺0.82,"299,923",  7.9  ,84%
Mardin,Southeastern Anatolia,Small City,2020,5,Spring,21.01,52.7,833645,210.67,9266.55,Low,4.0,280789.0,35.35,7.86,62.92,21:00,0.3091,"76,5",21.5 mm,₺0.57,"596,956",  5.5  ,62%
Gaziantep,Southeastern Anatolia,Large City,2022,11,Autumn,19.46,44.83,2101263,1924.16,18289.21,High,6.0,787149.0,,18.68,25.91,18:00,1.4341,"21,1",219.7 mm,₺1.98,"125,599",  11.9  ,32%
Kocaeli,Marmara,Large City,2020,2,Winter,0.0,57.47,2031963,409.03,19795.75,High,8.0,582339.0,43.39,10.36,20.86,10:00,1.5248,"34,1",273.4 mm,₺1.4,"329,709",  7.4  ,56%
Canakkale,Marmara,Small City,2022,8,Summer,28.87,41.88,542000,445.15,9354.28,Low,2.0,168742.0,29.91,6.68,37.15,19:00,0.2876,"32,1",90.3 mm,₺1.5,"29,143",  11.4  ,89%
Adana,Mediterranean,Large City,2015,4,Spring,24.46,62.32,2237940,599.39,18521.51,High,7.0,730820.0,25.6,13.74,55.6,08:00,1.1003,"30,0",88.4 mm,₺0.88,"260,865",  5.9  ,68%
Eskisehir,Central Anatolia,Medium City,2020,9,Autumn,11.95,,882456,1122.92,13348.32,Medium,4.0,278661.0,16.3,17.99,42.15,08:00,0.4179,"66,4",26.2 mm,₺1.3,"578,183",  11.2  ,45%
Manisa,Aegean,Medium City,2019,10,Autumn,16.82,48.57,1452881,640.31,15196.92,Medium,3.0,540161.0,18.06,13.9,10.65,10:00,0.6993,"18,4",288.2 mm,₺1.41,"899,845",  8.0  ,60%
Afyonkarahisar,Aegean,Small City,2016,3,Spring,20.15,68.63,734000,258.59,9818.72,Low,2.0,275884.0,11.79,8.55,38.87,19:00,0.2816,"30,4",,₺1.93,"273,835",  3.2  ,47%
Hatay,Mediterranean,Large City,2018,6,Summer,44.86,42.8,1609856,519.39,6029.49,Low,5.0,577579.0,35.17,9.85,54.19,10:00,0.2391,"69,3",129.8 mm,₺1.37,"255,022",  5.7  ,48%
Izmir,Aegean,Megacity,2023,10,Autumn,17.89,51.6,4394694,3838.92,18456.88,High,12.0,1234699.0,33.2,5.38,28.93,21:00,2.8492,"16,4",296.7 mm,₺1.68,,  11.7  ,60%
Bursa,Marmara,Large City,2015,10,Autumn,13.75,76.94,3056120,4812.8,16767.0,High,9.0,1138004.0,14.11,17.73,,21:00,1.7649,"60,4",85.7 mm,₺1.69,,  6.8  ,39%
Erzurum,Eastern Anatolia,Medium City,2018,12,Winter,,75.52,762321,156.32,,Low,2.0,213861.0,35.83,8.96,53.45,08:00,0.3958,"35,4",67.7 mm,₺1.2,"53,173",  2.5  ,77%
Kayseri,Central Anatolia,Large City,2018,7,Summer,30.58,73.22,1441523,369.66,11516.71,Medium,4.0,527177.0,,13.07,27.61,20:00,0.973,"10,8",91.3 mm,₺1.64,"392,110",  3.1  ,62%
Hatay,Mediterranean,Large City,2020,6,Summer,36.53,54.47,1609856,767.8,8937.01,Low,,525405.0,16.32,7.81,42.82,20:00,0.8198,"38,0",85.8 mm,₺1.2,"538,630",  7.3  ,72%
Samsun,Black Sea,Large City,2015,8,Summer,22.62,54.47,1361505,759.35,11257.59,Low,5.0,461527.0,36.3,12.96,23.04,21:00,0.6219,"75,6",158.7 mm,₺0.52,"401,494",  2.0  ,
Hatay,Mediterranean,Large City,2016,11,Autumn,20.6,51.21,1609856,553.17,9183.95,Low,4.0,487655.0,5.73,8.76,26.24,18:00,0.6657,"23,9",173.9 mm,,"105,173",  7.4  ,
Tekirdag,Marmara,Medium City,2018,12,Winter,1.13,54.59,1085000,929.06,13148.98,Medium,2.0,405929.0,19.17,15.41,50.67,20:00,0.7044,"45,1",,₺1.99,"519,608",  3.3  ,98%
Balıkesir,Marmara,Medium City,2019,2,Winter,2.68,55.38,1264958,337.58,8050.01,Low,4.0,386910.0,22.86,11.86,56.51,21:00,0.8545,"71,3",,₺0.91,"198,546",  5.0  ,37%
Kahramanmaras,Mediterranean,Medium City,2015,8,Summer,37.08,49.19,1178234,667.08,8760.96,Low,2.0,395158.0,39.48,6.58,43.34,18:00,0.6151,"20,1",189.7 mm,₺1.9,"422,496",  10.5  ,96%
Balıkesir,Marmara,Medium City,2017,11,Autumn,15.79,78.63,1264958,440.58,9290.7,Low,3.0,395921.0,42.32,6.06,51.6,20:00,0.5569,"68,8",270.5 mm,₺1.73,"208,050",  8.5  ,72%
Istanbul,Marmara,Megacity,2018,12,Winter,0.15,,15840900,4110.79,17004.21,High,41.0,5447867.0,8.13,13.34,23.74,21:00,14.2837,"73,1",38.4 mm,₺0.8,"301,610",  9.9  ,52%
Gaziantep,Southeastern Anatolia,Large City,2022,4,Spring,19.85,71.79,2101263,475.57,,High,6.0,632789.0,43.58,17.54,28.57,08:00,1.3237,"51,8",148.6 mm,₺2.0,"63,963",  7.9  ,83%
Samsun,Black Sea,Large City,2015,1,Winter,-0.96,80.51,1361505,277.29,11016.48,Low,5.0,391171.0,37.98,11.27,27.79,10:00,0.8113,"41,4",175.2 mm,₺1.09,"406,177",  8.4  ,63%
Balıkesir,Marmara,Medium City,2022,11,Autumn,13.51,,1264958,919.43,9749.29,Low,3.0,466339.0,,6.96,39.24,18:00,1.9449,"26,4",164.2 mm,₺1.6,"192,273",  7.4  ,62%
Ankara,Central Anatolia,Megacity,2015,1,Winter,-3.88,80.59,5639076,1207.96,17178.01,High,16.0,1939020.0,23.92,5.59,13.29,09:00,4.337,"30,3",225.2 mm,,"838,464",  8.3  ,61%
Erzurum,Eastern Anatolia,Medium City,2023,4,Spring,,65.58,762321,470.54,8725.02,Low,1.0,274870.0,10.86,18.52,14.65,20:00,0.2905,"38,3",96.7 mm,₺2.44,,  8.0  ,85%
Trabzon,Black Sea,Medium City,2018,12,Winter,-1.6,44.93,811874,552.75,6317.63,Low,4.0,247961.0,36.32,16.13,71.16,18:00,0.4282,"40,8",76.2 mm,₺1.65,"269,335",  2.8  ,82%
Samsun,Black Sea,Large City,2018,7,Summer,27.9,80.05,1361505,1516.66,7533.37,Low,3.0,395366.0,14.84,18.16,12.1,19:00,0.7462,"60,7",245.5 mm,₺1.06,"224,043",  3.8  ,75%
Kayseri,Central Anatolia,Large City,2022,4,Spring,15.23,,1441523,529.79,,Medium,3.0,421966.0,17.86,5.52,69.46,20:00,0.7416,,51.2 mm,₺1.86,"276,761",  4.5  ,51%
Manisa,Aegean,Medium City,2022,7,Summer,34.49,63.61,1452881,410.38,11268.63,Medium,4.0,451244.0,27.38,18.99,13.16,08:00,1.0809,"35,7",,,"642,530",  4.9  ,62%
Malatya,Eastern Anatolia,Medium City,2017,1,Winter,-4.83,83.72,781118,251.48,7917.46,Low,2.0,257090.0,30.25,6.85,52.59,21:00,0.4335,"62,1",164.4 mm,₺1.7,"812,075",  9.1  ,75%
Antalya,Mediterranean,Large City,2015,5,Spring,26.26,82.6,2619832,1001.56,9357.3,Low,6.0,893419.0,20.95,7.81,21.98,08:00,0.9946,"31,4",134.7 mm,₺1.39,"572,620",  2.6  ,47%
Sivas,Central Anatolia,Medium City,2021,4,Spring,17.48,52.32,634149,241.17,8987.46,Low,,233793.0,26.77,19.35,21.02,20:00,0.2756,"72,3",299.8 mm,₺1.24,"892,243",  10.4  ,54%
Diyarbakir,Southeastern Anatolia,Large City,2016,5,Spring,25.46,45.95,1801268,551.2,7927.53,Low,4.0,634972.0,12.58,18.0,23.86,21:00,0.5978,"27,5",255.9 mm,₺1.95,"434,586",  8.0  ,54%
Balıkesir,Marmara,Medium City,2016,3,Spring,19.45,73.2,1264958,508.12,8611.7,Low,4.0,475246.0,44.22,10.56,61.81,08:00,0.4129,"38,8",198.8 mm,₺1.92,"748,115",,56%
Tekirdag,Marmara,Medium City,2021,6,Summer,31.83,45.88,1085000,758.95,12887.57,Medium,3.0,343615.0,30.28,15.89,19.57,08:00,0.7574,"64,1",262.6 mm,₺2.33,"247,414",  5.9  ,33%
Samsun,Black Sea,Large City,2019,11,Autumn,12.87,48.16,1361505,1367.76,9846.3,Low,3.0,388406.0,,14.27,58.16,10:00,0.5727,"68,0",113.4 mm,₺2.31,"715,534",  4.7  ,
Istanbul,Marmara,Megacity,2023,1,Winter,0.36,46.34,15840900,3506.51,18488.23,High,,5223133.0,23.16,,12.63,21:00,16.1934,,299.5 mm,₺2.47,"794,556",  11.2  ,50%
Istanbul,Marmara,Megacity,2023,1,Winter,1.94,78.92,15840900,18207.31,19860.12,High,41.0,4582517.0,32.57,19.53,55.95,21:00,14.2789,"8,4",278.6 mm,₺2.39,"867,885",  10.1  ,50%
Trabzon,Black Sea,Medium City,2019,5,Spring,21.12,83.74,811874,544.73,11044.57,Low,2.0,253231.0,33.93,10.73,65.43,18:00,0.318,"62,9",177.7 mm,₺2.47,"748,234",  11.7  ,99%
Tekirdag,Marmara,Medium City,2021,3,Spring,18.58,65.62,1085000,293.32,14349.2,Medium,3.0,319856.0,23.46,15.96,65.42,18:00,0.5949,"78,1",143.4 mm,₺1.92,"780,704",  11.9  ,
Canakkale,Marmara,Small City,2022,1,Winter,1.51,,542000,278.74,7543.86,Low,2.0,204150.0,18.92,18.43,,09:00,0.3857,"54,2",202.7 mm,₺2.35,"141,517",  4.4  ,36%
Sivas,Central Anatolia,Medium City,2016,2,Winter,-4.3,70.2,634149,141.78,11065.77,Low,3.0,226376.0,39.84,10.14,46.49,18:00,0.3778,,244.9 mm,₺2.01,"713,098",  4.0  ,64%
Istanbul,Marmara,Megacity,2020,9,Autumn,15.31,79.96,15840900,8097.1,19784.24,High,42.0,4871794.0,10.18,13.57,44.29,09:00,9.3847,"41,9",,₺2.16,"316,776",  7.8  ,53%
Diyarbakir,Southeastern Anatolia,Large City,2023,8,Summer,34.65,77.62,1801268,1267.39,9623.33,Low,5.0,515464.0,34.2,18.33,39.25,,1.2061,"7,8",61.9 mm,₺0.51,"141,022",  3.8  ,56%
Tekirdag,Marmara,Medium City,2016,9,Autumn,8.91,57.16,1085000,2142.65,14317.98,Medium,3.0,352568.0,25.79,15.23,25.71,08:00,0.5591,"41,8",293.7 mm,₺1.6,"869,299",  7.9  ,75%
Mugla,Aegean,Medium City,2022,4,Spring,21.63,68.83,1012321,294.13,10703.79,Low,2.0,317348.0,14.18,14.68,69.77,10:00,0.4747,,134.8 mm,₺1.81,"731,430",  11.1  ,80%
Eskisehir,Central Anatolia,Medium City,2018,8,Summer,28.26,57.85,882456,408.22,12497.07,Medium,4.0,,23.51,11.1,56.36,08:00,0.5043,"70,8",154.1 mm,₺1.38,"528,917",  5.5  ,58%
Istanbul,Marmara,Megacity,2021,8,Summer,33.7,63.75,15840900,4205.82,16225.82,High,41.0,,5.68,11.57,24.14,19:00,13.2043,,214.1 mm,₺1.25,"123,203",  3.3  ,56%
Kocaeli,Marmara,Large City,2021,2,Winter,0.32,82.2,2031963,690.64,19360.68,High,7.0,662743.0,25.99,8.12,17.07,21:00,1.6259,"16,4",100.5 mm,₺1.85,"537,153",  9.6  ,64%
Mersin,Mediterranean,Large City,2023,9,Autumn,19.64,60.18,1936586,875.94,11272.48,Medium,,708680.0,10.85,7.83,26.66,10:00,1.0545,"75,5",101.7 mm,₺2.22,"863,385",  9.6  ,41%
Samsun,Black Sea,Large City,2019,3,Spring,15.05,71.83,1361505,935.29,8997.82,Low,3.0,403795.0,36.62,11.65,30.36,21:00,0.4779,"34,3",71.3 mm,,"150,279",  5.4  ,70%
Kocaeli,Marmara,Large City,2017,4,Spring,14.83,48.33,2031963,540.7,19896.16,High,,681460.0,19.64,11.07,70.97,20:00,1.2181,"46,0",244.8 mm,₺1.79,,  8.5  ,53%
Malatya,Eastern Anatolia,Medium City,2023,12,Winter,-7.85,51.6,781118,667.43,9467.09,Low,2.0,240519.0,33.74,16.13,14.79,08:00,0.1482,,209.0 mm,₺2.36,"566,372",  9.4  ,54%
Diyarbakir,Southeastern Anatolia,Large City,2021,12,Winter,2.9,50.26,1801268,1551.76,9795.57,Low,5.0,561347.0,16.66,5.3,73.96,19:00,1.0959,"27,7",196.9 mm,₺1.24,"824,728",,52%
Van,Eastern Anatolia,Medium City,2019,1,Winter,-5.9,48.57,1126384,274.02,10154.32,Low,2.0,353370.0,13.31,6.02,43.58,18:00,0.6796,"8,1",49.3 mm,₺1.77,"167,787",  9.6  ,41%
Malatya,Eastern Anatolia,Medium City,2020,7,Summer,24.11,67.72,781118,171.63,10556.91,Low,3.0,291005.0,8.58,18.73,57.27,21:00,0.4245,"61,1",168.5 mm,₺1.34,"495,819",  11.4  ,88%
Trabzon,Black Sea,Medium City,2019,10,Autumn,17.54,83.41,811874,427.99,9579.56,Low,3.0,298141.0,33.79,5.72,,19:00,0.3291,"11,6",204.3 mm,₺2.47,"659,480",  11.4  ,36%
Kayseri,Central Anatolia,Large City,2018,7,Summer,25.53,72.93,1441523,407.92,12332.43,Medium,3.0,430882.0,24.73,13.69,68.56,09:00,0.8595,"52,4",148.5 mm,₺1.02,"676,951",  2.7  ,31%
Samsun,Black Sea,Large City,2016,6,Summer,23.72,41.8,1361505,296.53,8667.71,Low,3.0,480655.0,29.82,17.62,40.09,09:00,0.7527,"9,9",15.7 mm,₺1.29,"579,619",  3.4  ,48%
Adana,Mediterranean,Large City,2020,10,Autumn,,,2237940,3633.96,18048.38,High,6.0,,33.35,8.73,31.72,,1.6071,"70,9",187.1 mm,₺1.64,"378,612",  2.1  ,98%
Eskisehir,Central Anatolia,Medium City,2018,2,Winter,-1.92,54.67,882456,178.38,,Medium,2.0,249179.0,17.13,9.06,43.82,10:00,0.6468,"56,0",110.8 mm,₺2.31,"197,221",  10.9  ,85%
Manisa,Aegean,Medium City,2021,10,Autumn,,64.74,1452881,303.41,12533.91,Medium,4.0,529733.0,35.23,9.19,13.91,09:00,0.751,"35,6",220.9 mm,₺1.44,"497,104",  8.2  ,31%
Hatay,Mediterranean,Large City,2017,1,Winter,6.75,43.72,1609856,613.27,7762.95,Low,6.0,469331.0,,6.12,66.53,18:00,1.0005,"58,3",245.6 mm,₺0.62,"750,458",  6.1  ,84%
Antalya,Mediterranean,Large City,2023,5,Spring,26.81,,2619832,525.44,,Low,7.0,842177.0,43.44,7.23,15.55,21:00,1.1393,"34,4",275.2 mm,₺0.65,"457,342",  2.5  ,48%
Denizli,Aegean,Medium City,2018,10,Autumn,19.86,43.85,1062840,1282.96,11378.48,Medium,3.0,338956.0,37.37,10.11,59.13,18:00,0.5053,"49,4",31.9 mm,₺1.77,"606,199",  7.2  ,34%
Kayseri,Central Anatolia,Large City,2018,5,Spring,15.15,83.33,1441523,378.91,14043.51,Medium,3.0,513112.0,9.61,14.73,65.88,21:00,0.6147,"13,1",163.9 mm,₺2.43,"255,627",  9.1  ,54%
Hatay,Mediterranean,Large City,2019,5,Spring,,57.06,1609856,697.0,11875.89,Low,5.0,530636.0,,18.36,63.61,19:00,0.6189,"6,4",283.9 mm,₺0.72,"630,889",  10.3  ,57%
Bursa,Marmara,Large City,2020,1,Winter,2.62,,3056120,800.08,17692.02,High,10.0,1124370.0,8.79,14.48,21.59,19:00,2.7893,"21,4",76.8 mm,₺2.27,"44,207",  5.3  ,65%
Mardin,Southeastern Anatolia,Small City,2015,8,Summer,39.36,,833645,855.19,9603.6,Low,3.0,245245.0,24.44,9.71,23.9,19:00,0.4541,"74,6",183.9 mm,₺1.49,,  11.4  ,31%
Konya,Central Anatolia,Large City,2019,3,Spring,17.2,40.62,2320259,764.43,13933.1,Medium,5.0,843905.0,35.49,5.58,50.27,20:00,1.1976,"12,0",285.1 mm,₺0.8,"206,285",  2.2  ,63%
Mersin,Mediterranean,Large City,2017,2,Winter,6.6,54.18,1936586,1709.6,13896.07,Medium,6.0,635636.0,19.89,14.01,22.91,10:00,1.285,,104.1 mm,₺0.73,"482,308",  3.3  ,32%
Hatay,Mediterranean,Large City,2019,4,Spring,26.08,84.69,1609856,894.29,10821.82,Low,5.0,480246.0,15.87,19.9,23.94,08:00,0.6688,"65,8",23.6 mm,₺2.18,"819,926",  9.5  ,30%
Manisa,Aegean,Medium City,2022,7,Summer,35.38,42.62,1452881,983.33,14087.99,Medium,4.0,488555.0,27.98,17.33,72.69,19:00,1.0623,"57,8",211.3 mm,₺2.39,"682,907",  10.6  ,30%
Mersin,Mediterranean,Large City,2022,11,Autumn,22.36,53.94,1936586,414.35,15127.31,Medium,6.0,669178.0,34.47,14.02,10.56,20:00,0.992,"20,3",119.7 mm,₺2.4,"558,401",  9.2  ,64%
Hatay,Mediterranean,Large City,2019,5,Spring,20.52,43.98,1609856,383.18,9142.07,Low,5.0,473608.0,7.47,19.38,29.81,21:00,0.601,"40,4",131.3 mm,₺2.01,"120,306",  7.1  ,53%
Konya,Central Anatolia,Large City,2022,5,Spring,12.41,84.31,2320259,860.06,15594.84,Medium,6.0,670988.0,9.32,15.28,72.73,21:00,1.1701,"52,9",258.9 mm,₺2.2,"334,001",  4.3  ,48%
Istanbul,Marmara,Megacity,2019,9,Autumn,13.4,61.52,15840900,4990.35,18527.32,High,40.0,5665852.0,14.3,6.2,17.93,19:00,10.3179,"79,1",88.0 mm,₺2.3,"453,129",  4.9  ,80%
Van,Eastern Anatolia,Medium City,2021,12,Winter,-6.46,65.82,1126384,717.54,8548.3,Low,3.0,350394.0,35.73,8.97,49.0,10:00,0.601,"31,2",145.7 mm,₺0.51,"780,079",  10.9  ,49%
Mugla,Aegean,Medium City,2023,8,Summer,35.08,56.61,1012321,901.71,9421.51,Low,3.0,334624.0,22.63,18.2,43.0,21:00,0.487,"69,2",216.9 mm,₺1.09,"242,370",  5.3  ,84%
Hatay,Mediterranean,Large City,2021,2,Winter,6.63,82.63,1609856,534.28,6897.06,Low,5.0,466803.0,33.83,14.47,70.15,08:00,0.9412,"20,4",217.3 mm,₺1.16,"845,936",,62%
Denizli,Aegean,Medium City,2018,1,Winter,7.07,76.86,1062840,285.67,12866.2,Medium,2.0,396327.0,18.72,11.28,69.2,20:00,0.8241,"25,9",22.6 mm,₺0.62,"133,119",  3.0  ,63%
Manisa,Aegean,Medium City,2017,2,Winter,8.87,84.99,1452881,330.84,12466.76,Medium,,,6.07,6.38,37.88,19:00,0.8182,"73,4",117.3 mm,₺1.23,"380,890",  6.1  ,54%
Diyarbakir,Southeastern Anatolia,Large City,2018,6,Summer,35.4,79.97,1801268,360.61,,Low,6.0,516469.0,14.96,13.65,16.17,21:00,0.9788,"17,5",162.2 mm,₺1.12,"836,567",  8.3  ,86%
